"subject","activity","anglemeantbodyaccgravity","anglemeantbodyaccjerkgravity","anglemeantbodygyrogravity","anglemeantbodygyrojerkgravity","anglemeanxgravity","anglemeanygravity","anglemeanzgravity"
7,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.747765638245614,0.192339300350877,-0.0542842821505305
21,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.581070944807692,0.340237707884615,-0.0542842821505305
18,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.714313245892857,0.258089346428571,-0.0542842821505305
11,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.770427852881356,0.228650907627119,-0.0542842821505305
20,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.665519646862745,0.322447638431373,-0.0542842821505305
22,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.748809057173913,0.262107576956522,-0.0542842821505305
26,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.84921665779661,0.175450599830508,-0.0542842821505305
6,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.806205222982456,0.230443600877193,-0.0542842821505305
19,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.766280999038462,0.23758545,-0.0542842821505305
14,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.497783361864407,0.269740565084746,-0.0542842821505305
29,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.86177123,0.170953057735849,-0.0542842821505305
27,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.780893732982456,0.21187518122807,-0.0542842821505305
4,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.865284280666667,0.1425101785,-0.0542842821505305
3,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.722804013965517,0.262491889655172,-0.0542842821505305
30,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.861322936769231,0.191625551538462,-0.0542842821505305
13,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.670859876315789,0.277956892631579,-0.0542842821505305
9,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.844514789230769,0.105281462134615,-0.0542842821505305
12,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.8602325152,0.1903506524,-0.0542842821505305
1,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.729247201052632,0.276953023473684,-0.0542842821505305
8,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.684991673958333,0.231918891041667,-0.0542842821505305
23,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.784798045254237,0.194885322372881,-0.0542842821505305
25,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.778510625675676,0.170914295810811,-0.0542842821505305
5,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.91711397375,0.152461602857143,-0.0542842821505305
28,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.756715662592593,0.240524462592593,-0.0542842821505305
10,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.858275735471698,0.141082256018868,-0.0542842821505305
24,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.830330757068966,0.162412044137931,-0.0542842821505305
15,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.778195970555556,0.243545333703704,-0.0542842821505305
16,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.734720621176471,0.129418360588235,-0.0542842821505305
2,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.66195998,0.321443011864407,-0.0542842821505305
17,"WALKING",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.727020840163934,0.207186541803279,-0.0542842821505305
3,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.600971375423729,0.346985015762712,-0.0542842821505305
1,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.647195664339623,0.334763277358491,-0.0542842821505305
21,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.467414943829787,0.386758519148936,-0.0542842821505305
23,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.585360400392157,0.232358364313726,-0.0542842821505305
13,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.560140364545455,0.330945829818182,-0.0542842821505305
20,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.472420544509804,0.42476122745098,-0.0542842821505305
22,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.656388436904762,0.317875941428571,-0.0542842821505305
4,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.775483533076923,0.243389231923077,-0.0542842821505305
12,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.740688259615385,0.261185188461538,-0.0542842821505305
9,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.704793909183673,0.109375558383673,-0.0542842821505305
7,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.519312376666667,0.248699244117647,-0.0542842821505305
11,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.645453650555556,0.321428288888889,-0.0542842821505305
2,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.477698945416667,0.373749042708333,-0.0542842821505305
6,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.679096001568627,0.318508028823529,-0.0542842821505305
25,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.750122416615385,0.233730368,-0.0542842821505305
5,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.754346294893617,0.266611003404255,-0.0542842821505305
18,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.634012999827586,0.302327241896552,-0.0542842821505305
15,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.696282654166667,0.300676034583333,-0.0542842821505305
26,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.775023344545455,0.253034782909091,-0.0542842821505305
8,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.613935211219512,0.285922798780488,-0.0542842821505305
27,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.624493001372549,0.241188973137255,-0.0542842821505305
14,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.37967443537037,0.311607140555556,-0.0542842821505305
16,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.545576641372549,0.138773099601961,-0.0542842821505305
28,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.582762521568627,0.314725065882353,-0.0542842821505305
24,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.682918761186441,0.247122399830508,-0.0542842821505305
17,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.572547818333333,0.279992530833333,-0.0542842821505305
29,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.785485346122449,0.241437145306122,-0.0542842821505305
10,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.792289522978723,0.121840871425532,-0.0542842821505305
19,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.54383051775,0.3529176155,-0.0542842821505305
30,"WALKING_UPSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.790114314461538,0.240975413230769,-0.0542842821505305
3,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.766823525918367,0.240927177346939,-0.0542842821505305
13,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.764965780212766,0.228575047234043,-0.0542842821505305
7,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.778027535744681,0.17298945106383,-0.0542842821505305
14,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.526550287333333,0.266238826444444,-0.0542842821505305
20,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.725888626888889,0.275497021555556,-0.0542842821505305
18,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.743605738727273,0.238556966545455,-0.0542842821505305
9,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.87432492047619,0.1080891515,-0.0542842821505305
11,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.780245904347826,0.221263763913043,-0.0542842821505305
24,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.819838803818182,0.171762154727273,-0.0542842821505305
22,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.774881513611111,0.238387356388889,-0.0542842821505305
19,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.741842548461538,0.236000626923077,-0.0542842821505305
6,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.804077122291667,0.232771541666667,-0.0542842821505305
15,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.829411894285714,0.200250656666667,-0.0542842821505305
17,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.754580714565217,0.18768213,-0.0542842821505305
1,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.744483753469388,0.267245784693878,-0.0542842821505305
21,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.609997020444444,0.331093236666667,-0.0542842821505305
23,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.816592367407407,0.160335424259259,-0.0542842821505305
25,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.779900815862069,0.133510786896552,-0.0542842821505305
4,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.852409054444444,0.1265381706,-0.0542842821505305
26,"WALKING_DOWNSTAIRS",0.00770513730366637,0.00264770963963395,0.0176831301958708,-0.00921912899702262,-0.8435735374,0.1388694382,-0.0542842821505305
