"subject" "activity" "anglemeantbodyaccgravity" "anglemeantbodyaccjerkgravity" "anglemeantbodygyrogravity" "anglemeantbodygyrojerkgravity" "anglemeanxgravity" "anglemeanygravity" "anglemeanzgravity" "mean_fast_fourier_transform_bodyacc_minus_mean_minus_x" "mean_fast_fourier_transform_bodyacc_minus_mean_minus_y" "mean_fast_fourier_transform_bodyacc_minus_mean_minus_z" "mean_fast_fourier_transform_bodyacc_minus_std_minus_x" "mean_fast_fourier_transform_bodyacc_minus_std_minus_y" "mean_fast_fourier_transform_bodyacc_minus_std_minus_z" "mean_fast_fourier_transform_bodyacc_minus_mean_freq_minus_x" "mean_fast_fourier_transform_bodyacc_minus_mean_freq_minus_y" "mean_fast_fourier_transform_bodyacc_minus_mean_freq_minus_z" "mean_fast_fourier_transform_bodygyro_minus_mean_minus_x" "mean_fast_fourier_transform_bodygyro_minus_mean_minus_y" "mean_fast_fourier_transform_bodygyro_minus_mean_minus_z" "mean_fast_fourier_transform_bodygyro_minus_std_minus_x" "mean_fast_fourier_transform_bodygyro_minus_std_minus_y" "mean_fast_fourier_transform_bodygyro_minus_std_minus_z" "mean_fast_fourier_transform_bodygyro_minus_mean_freq_minus_x" "mean_fast_fourier_transform_bodygyro_minus_mean_freq_minus_y" "mean_fast_fourier_transform_bodygyro_minus_mean_freq_minus_z" "mean_fast_fourier_transform_bodyaccjerk_minus_mean_minus_x" "mean_fast_fourier_transform_bodyaccjerk_minus_mean_minus_y" "mean_fast_fourier_transform_bodyaccjerk_minus_mean_minus_z" "mean_fast_fourier_transform_bodyaccjerk_minus_std_minus_x" "mean_fast_fourier_transform_bodyaccjerk_minus_std_minus_y" "mean_fast_fourier_transform_bodyaccjerk_minus_std_minus_z" "mean_fast_fourier_transform_bodyaccjerk_minus_mean_freq_minus_x" "mean_fast_fourier_transform_bodyaccjerk_minus_mean_freq_minus_y" "mean_fast_fourier_transform_bodyaccjerk_minus_mean_freq_minus_z" "mean_fast_fourier_transform_bodyaccmag_minus_mean" "mean_fast_fourier_transform_bodyaccmag_minus_std" "mean_fast_fourier_transform_bodyaccmag_minus_mean_freq" "mean_fast_fourier_transform_bodybodyaccjerkmag_minus_mean" "mean_fast_fourier_transform_bodybodyaccjerkmag_minus_std" "mean_fast_fourier_transform_bodybodyaccjerkmag_minus_mean_freq" "mean_fast_fourier_transform_bodybodygyromag_minus_mean" "mean_fast_fourier_transform_bodybodygyromag_minus_std" "mean_fast_fourier_transform_bodybodygyromag_minus_mean_freq" "mean_fast_fourier_transform_bodybodygyrojerkmag_minus_mean" "mean_fast_fourier_transform_bodybodygyrojerkmag_minus_std" "mean_fast_fourier_transform_bodybodygyrojerkmag_minus_mean_freq" "mean_tbodyacc_minus_mean_minus_x" "mean_tbodyacc_minus_mean_minus_y" "mean_tbodyacc_minus_mean_minus_z" "mean_tbodyacc_minus_std_minus_x" "mean_tbodyacc_minus_std_minus_y" "mean_tbodyacc_minus_std_minus_z" "mean_tbodygyro_minus_mean_minus_x" "mean_tbodygyro_minus_mean_minus_y" "mean_tbodygyro_minus_mean_minus_z" "mean_tbodygyro_minus_std_minus_x" "mean_tbodygyro_minus_std_minus_y" "mean_tbodygyro_minus_std_minus_z" "mean_tbodyaccjerk_minus_mean_minus_x" "mean_tbodyaccjerk_minus_mean_minus_y" "mean_tbodyaccjerk_minus_mean_minus_z" "mean_tbodyaccjerk_minus_std_minus_x" "mean_tbodyaccjerk_minus_std_minus_y" "mean_tbodyaccjerk_minus_std_minus_z" "mean_tbodygyrojerk_minus_mean_minus_x" "mean_tbodygyrojerk_minus_mean_minus_y" "mean_tbodygyrojerk_minus_mean_minus_z" "mean_tbodygyrojerk_minus_std_minus_x" "mean_tbodygyrojerk_minus_std_minus_y" "mean_tbodygyrojerk_minus_std_minus_z" "mean_tgravityacc_minus_mean_minus_x" "mean_tgravityacc_minus_mean_minus_y" "mean_tgravityacc_minus_mean_minus_z" "mean_tgravityacc_minus_std_minus_x" "mean_tgravityacc_minus_std_minus_y" "mean_tgravityacc_minus_std_minus_z" "mean_tbodyaccmag_minus_mean" "mean_tbodyaccmag_minus_std" "mean_tgravityaccmag_minus_mean" "mean_tgravityaccmag_minus_std" "mean_tbodyaccjerkmag_minus_mean" "mean_tbodyjerkmag_minus_std" "mean_tbodygyromag_minus_mean" "mean_tbodygyromag_minus_std" "mean_tbodygyrojerkmag_minus_mean" "mean_tbodygyrojerkmag_minus_std"
7 "WALKING" 0.00770513730366637 0.00264770963963395 0.0176831301958708 -0.00921912899702262 -0.747765638245614 0.192339300350877 -0.0542842821505305 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.2214691368263 0.160434129035088 0.0473098698476722 -0.672094306818974 -0.70621663959074 -0.366733617894737 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.101042702224631 -0.174277577553958 -0.0513928953203266 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.0477062917542324 -0.213392904926883 -0.123828014584147 -0.585962696268539 -0.659531216655476 0.0768760112631957 -0.620789916331592 -0.640076803144351 0.173219742700723 -0.697411069729937 -0.699976372277643 -0.0415636227771787 -0.779767633083527 -0.792190209274884 0.126707820497791 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 -0.0309824871713436 -0.0747194855994359 0.0641104602035088 -0.721192598029789 -0.682653506899942 -0.653665674372188 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 0.669226222373046 0.00403879092060518 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698
21 "WALKING" 0.00770513730366637 0.00264770963963395 0.0176831301958708 -0.00921912899702262 -0.581070944807692 0.340237707884615 -0.0542842821505305 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.2214691368263 0.0431149928317308 0.0473098698476722 -0.672094306818974 -0.70621663959074 -0.283262474865385 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.101042702224631 -0.174277577553958 -0.0513928953203266 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.0477062917542324 -0.213392904926883 -0.123828014584147 -0.585962696268539 -0.659531216655476 0.0768760112631957 -0.620789916331592 -0.640076803144351 0.173219742700723 -0.697411069729937 -0.699976372277643 -0.0415636227771787 -0.779767633083527 -0.792190209274884 0.126707820497791 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 -0.0309824871713436 -0.0747194855994359 0.0983715930038462 -0.721192598029789 -0.682653506899942 -0.653665674372188 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 0.669226222373046 0.00403879092060518 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698
18 "WALKING" 0.00770513730366637 0.00264770963963395 0.0176831301958708 -0.00921912899702262 -0.714313245892857 0.258089346428571 -0.0542842821505305 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.2214691368263 0.0639302961089286 0.0473098698476722 -0.672094306818974 -0.70621663959074 -0.538152344821429 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.101042702224631 -0.174277577553958 -0.0513928953203266 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.0477062917542324 -0.213392904926883 -0.123828014584147 -0.585962696268539 -0.659531216655476 0.0768760112631957 -0.620789916331592 -0.640076803144351 0.173219742700723 -0.697411069729937 -0.699976372277643 -0.0415636227771787 -0.779767633083527 -0.792190209274884 0.126707820497791 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 -0.0309824871713436 -0.0747194855994359 0.0944718394625 -0.721192598029789 -0.682653506899942 -0.653665674372188 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 0.669226222373046 0.00403879092060518 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698
11 "WALKING" 0.00770513730366637 0.00264770963963395 0.0176831301958708 -0.00921912899702262 -0.770427852881356 0.228650907627119 -0.0542842821505305 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.2214691368263 0.0128761033966102 0.0473098698476722 -0.672094306818974 -0.70621663959074 -0.398293336610169 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.101042702224631 -0.174277577553958 -0.0513928953203266 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.0477062917542324 -0.213392904926883 -0.123828014584147 -0.585962696268539 -0.659531216655476 0.0768760112631957 -0.620789916331592 -0.640076803144351 0.173219742700723 -0.697411069729937 -0.699976372277643 -0.0415636227771787 -0.779767633083527 -0.792190209274884 0.126707820497791 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 -0.0309824871713436 -0.0747194855994359 0.0843744495507542 -0.721192598029789 -0.682653506899942 -0.653665674372188 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 0.669226222373046 0.00403879092060518 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698
20 "WALKING" 0.00770513730366637 0.00264770963963395 0.0176831301958708 -0.00921912899702262 -0.665519646862745 0.322447638431373 -0.0542842821505305 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.2214691368263 -0.00368602589490196 0.0473098698476722 -0.672094306818974 -0.70621663959074 -0.108892495684314 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.101042702224631 -0.174277577553958 -0.0513928953203266 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.0477062917542324 -0.213392904926883 -0.123828014584147 -0.585962696268539 -0.659531216655476 0.0768760112631957 -0.620789916331592 -0.640076803144351 0.173219742700723 -0.697411069729937 -0.699976372277643 -0.0415636227771787 -0.779767633083527 -0.792190209274884 0.126707820497791 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 -0.0309824871713436 -0.0747194855994359 0.0851359929294118 -0.721192598029789 -0.682653506899942 -0.653665674372188 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 0.669226222373046 0.00403879092060518 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698
22 "WALKING" 0.00770513730366637 0.00264770963963395 0.0176831301958708 -0.00921912899702262 -0.748809057173913 0.262107576956522 -0.0542842821505305 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.2214691368263 0.309767108065217 0.0473098698476722 -0.672094306818974 -0.70621663959074 -0.083501182326087 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.101042702224631 -0.174277577553958 -0.0513928953203266 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.0477062917542324 -0.213392904926883 -0.123828014584147 -0.585962696268539 -0.659531216655476 0.0768760112631957 -0.620789916331592 -0.640076803144351 0.173219742700723 -0.697411069729937 -0.699976372277643 -0.0415636227771787 -0.779767633083527 -0.792190209274884 0.126707820497791 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 -0.0309824871713436 -0.0747194855994359 0.0775266594847826 -0.721192598029789 -0.682653506899942 -0.653665674372188 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 0.669226222373046 0.00403879092060518 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698
26 "WALKING" 0.00770513730366637 0.00264770963963395 0.0176831301958708 -0.00921912899702262 -0.84921665779661 0.175450599830508 -0.0542842821505305 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.2214691368263 -0.053962302640678 0.0473098698476722 -0.672094306818974 -0.70621663959074 -0.318516813050847 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.101042702224631 -0.174277577553958 -0.0513928953203266 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.0477062917542324 -0.213392904926883 -0.123828014584147 -0.585962696268539 -0.659531216655476 0.0768760112631957 -0.620789916331592 -0.640076803144351 0.173219742700723 -0.697411069729937 -0.699976372277643 -0.0415636227771787 -0.779767633083527 -0.792190209274884 0.126707820497791 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 -0.0309824871713436 -0.0747194855994359 0.0851069247830508 -0.721192598029789 -0.682653506899942 -0.653665674372188 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 0.669226222373046 0.00403879092060518 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698
6 "WALKING" 0.00770513730366637 0.00264770963963395 0.0176831301958708 -0.00921912899702262 -0.806205222982456 0.230443600877193 -0.0542842821505305 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.2214691368263 0.0220734188245614 0.0473098698476722 -0.672094306818974 -0.70621663959074 -0.203575458733333 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.101042702224631 -0.174277577553958 -0.0513928953203266 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.0477062917542324 -0.213392904926883 -0.123828014584147 -0.585962696268539 -0.659531216655476 0.0768760112631957 -0.620789916331592 -0.640076803144351 0.173219742700723 -0.697411069729937 -0.699976372277643 -0.0415636227771787 -0.779767633083527 -0.792190209274884 0.126707820497791 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 -0.0309824871713436 -0.0747194855994359 0.0838808799280702 -0.721192598029789 -0.682653506899942 -0.653665674372188 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 0.669226222373046 0.00403879092060518 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698
19 "WALKING" 0.00770513730366637 0.00264770963963395 0.0176831301958708 -0.00921912899702262 -0.766280999038462 0.23758545 -0.0542842821505305 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.2214691368263 0.05707673046 0.0473098698476722 -0.672094306818974 -0.70621663959074 -0.01050470716 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.101042702224631 -0.174277577553958 -0.0513928953203266 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.0477062917542324 -0.213392904926883 -0.123828014584147 -0.585962696268539 -0.659531216655476 0.0768760112631957 -0.620789916331592 -0.640076803144351 0.173219742700723 -0.697411069729937 -0.699976372277643 -0.0415636227771787 -0.779767633083527 -0.792190209274884 0.126707820497791 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 -0.0309824871713436 -0.0747194855994359 0.0798106981923077 -0.721192598029789 -0.682653506899942 -0.653665674372188 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 0.669226222373046 0.00403879092060518 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698
14 "WALKING" 0.00770513730366637 0.00264770963963395 0.0176831301958708 -0.00921912899702262 -0.497783361864407 0.269740565084746 -0.0542842821505305 -0.622761658493734 -0.53749328145871 -0.665033506271952 -0.603356276555826 -0.528420009576204 -0.617874813333395 -0.2214691368263 -0.143666881322034 0.0473098698476722 -0.672094306818974 -0.70621663959074 -0.212925759152542 -0.738594816501343 -0.674226934551517 -0.690446312501126 -0.101042702224631 -0.174277577553958 -0.0513928953203266 -0.656713524546605 -0.628961179980356 -0.743608246170053 -0.654979816705833 -0.612243590244114 -0.780928428167213 -0.0477062917542324 -0.213392904926883 -0.123828014584147 -0.585962696268539 -0.659531216655476 0.0768760112631957 -0.620789916331592 -0.640076803144351 0.173219742700723 -0.697411069729937 -0.699976372277643 -0.0415636227771787 -0.779767633083527 -0.792190209274884 0.126707820497791 0.274347260646063 -0.0177434918458972 -0.108925032737064 -0.607783818968688 -0.510191378479501 -0.61306429934125 -0.0309824871713436 -0.0747194855994359 0.0513222717627119 -0.721192598029789 -0.682653506899942 -0.653665674372188 0.0789381220355816 0.0079481069090025 -0.00467469823628666 -0.63978102073413 -0.607971599340832 -0.762820240449202 -0.0967092754729682 -0.0423181079782632 -0.0548303497968374 -0.731348533131935 -0.786062320321895 -0.739932395222129 0.669226222373046 0.00403879092060518 0.0921508600211059 -0.965207115039421 -0.95440802665318 -0.938900969424022 -0.54822165976717 -0.591225327146546 -0.54822165976717 -0.591225327146546 -0.649417950650692 -0.627762945785391 -0.60524856977632 -0.662533062898382 -0.762137610987416 -0.77799317279698
